,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_bilstm_units,param_dropout_rate,param_epochs,param_learning_rate,param_num_bilstm_layers,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,98.32748611768086,2.125231274680632,1.9762519200642903,0.011699458279237188,32,64,0.2,20,0.001,1,"{'batch_size': 32, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7517899761336515,0.752387448840382,0.7527285129604365,0.7523019793114901,0.00038789313312190114,6
1,151.02803389231363,15.830010542805168,2.7681395212809243,0.5897700962478969,32,64,0.2,20,0.001,2,"{'batch_size': 32, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7466757586089329,0.7486357435197817,0.7592087312414734,0.7515067444567293,0.005504594174382454,9
2,163.32641688982645,21.063430465579845,1.0735108057657878,0.15423480081451754,32,64,0.2,50,0.001,1,"{'batch_size': 32, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7436072280941016,0.73806275579809,0.7568212824010914,0.7461637554310944,0.007868606572850993,12
3,241.49462763468424,0.5347491933701691,1.9602747758229573,0.20192107045440352,32,64,0.2,50,0.001,2,"{'batch_size': 32, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7361063757245141,0.7448840381991815,0.75,0.7436634713078986,0.005737335997898032,14
4,63.08751344680786,0.5617996035253854,1.0686461925506592,0.04706339336739011,32,128,0.2,20,0.001,1,"{'batch_size': 32, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7548585066484828,0.742837653478854,0.757162346521146,0.7516195022161609,0.00628052916950064,8
5,118.80338827768962,0.4952460659689585,1.9510467052459717,0.030660604061138096,32,128,0.2,20,0.001,2,"{'batch_size': 32, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7572451414933515,0.7520463847203275,0.7540927694406548,0.7544614318847779,0.0021383329947330474,4
6,154.40056308110556,0.7250811309758578,1.1055632432301838,0.0429880358522909,32,128,0.2,50,0.001,1,"{'batch_size': 32, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7463348107739516,0.7353342428376535,0.7482946793997272,0.7433212443371108,0.005704057969073382,15
7,289.48056387901306,1.2705216765353737,1.9615050156911213,0.03931222467584143,32,128,0.2,50,0.001,2,"{'batch_size': 32, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7483804977838391,0.7438608458390177,0.75,0.7474137812076189,0.0025978464359453263,11
8,29.98677929242452,0.38622941112081494,1.0014964739481609,0.00700439734681204,64,64,0.2,20,0.001,1,"{'batch_size': 64, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.762018411183089,0.7462482946793997,0.7615961800818554,0.7566209619814481,0.007336608662270291,2
9,54.908958435058594,0.2689469996534229,1.8831981023152669,0.1263024841827045,64,64,0.2,20,0.001,2,"{'batch_size': 64, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7507671326287078,0.7540927694406548,0.7615961800818554,0.7554853607170727,0.004529278826553365,3
10,73.49898489316304,2.3503497726671583,0.9990094502766927,0.03857764033355065,64,64,0.2,50,0.001,1,"{'batch_size': 64, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7388339584043642,0.7343110504774898,0.7520463847203275,0.7417304645340606,0.007524530151259455,16
11,148.68159453074136,26.413450485978494,2.4676972230275473,0.9364972355473039,64,64,0.2,50,0.001,2,"{'batch_size': 64, 'bilstm_units': 64, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7446300715990454,0.7438608458390177,0.75,0.746163639146021,0.0027308332695265137,13
12,67.19913347562154,0.5647126789536239,2.4737850030263266,0.2449181690459209,64,128,0.2,20,0.001,1,"{'batch_size': 64, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7494033412887828,0.7496589358799455,0.7585266030013642,0.7525296267233642,0.004241786220287335,5
13,126.34212716420491,1.2202827203571207,4.0947699546813965,0.05431526007947726,64,128,0.2,20,0.001,2,"{'batch_size': 64, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 20, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.7582679849982953,0.7561391541609823,0.759549795361528,0.7579856448402685,0.0014066284331314728,1
14,165.4418109258016,0.5391260865507154,2.4300782680511475,0.3047376820834592,64,128,0.2,50,0.001,1,"{'batch_size': 64, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 1}",0.7565632458233891,0.7339699863574352,0.7557980900409277,0.7487771074072507,0.010474874420274295,10
15,305.7795476118724,0.45299989434959176,4.206811507542928,0.07258467358733198,64,128,0.2,50,0.001,2,"{'batch_size': 64, 'bilstm_units': 128, 'dropout_rate': 0.2, 'epochs': 50, 'learning_rate': 0.001, 'num_bilstm_layers': 2}",0.751108080463689,0.7506821282401092,0.7534106412005457,0.7517336166347812,0.001198517798456657,7
